segment,mean,var,std,len_weighted,gaps_squared,n_peaks,smooth10_n_peaks,smooth20_n_peaks,var_div_duration,var_div_len,diff_peaks,diff2_peaks,diff_var,diff2_var,kurtosis,skew
442,0.2730763031325302,0.1028174698240784,0.3206516331224253,830,4125,1,1,1,0.0001246272361503,0.0006193823483378,10,26,0.000249485465074,6.76796832106975e-05,-1.2632163472202456,0.6439808293008952
445,-2.194139007843137e-05,1.50605151613149e-10,1.227212905787537e-05,255,254,1,1,1,5.929336677683032e-13,5.906084376986237e-13,81,84,2.252079380609151e-13,6.014457538898122e-13,-1.1314487787689194,-0.613929616897912
448,-7.731730199881423e-06,4.764884514377453e-10,2.1828615426493392e-05,253,252,1,1,1,1.890827188245021e-12,1.883353562995041e-12,74,84,5.224590387530515e-13,7.137833951482998e-13,-1.3868801890581055,-0.0996677503306829
454,1.7511297823129246e-06,7.407908429495358e-10,2.7217473118376288e-05,294,293,1,1,1,2.528296392319236e-12,2.519696744726313e-12,91,100,6.059505388568534e-13,8.076917411073522e-13,-1.5095549310792469,0.0688740374169442
455,-1.2951803017621148e-05,3.621002617716588e-10,1.9028932228889215e-05,227,226,1,1,1,1.602213547662207e-12,1.59515533820114e-12,68,73,5.33179355950344e-13,7.477196336665613e-13,-1.4832858146410732,-0.0299043233497415
456,-2.800124391304348e-06,6.889553192875967e-10,2.6247958383226625e-05,230,229,1,1,1,3.008538512172912e-12,2.995457909946073e-12,57,70,8.735331875399244e-13,9.261943209244133e-13,-1.4812499045570486,-0.0673214762062818
459,-3.0157512375609747e-06,2.7084853287051604e-10,1.645747650372061e-05,205,204,1,1,1,1.3276888866201766e-12,1.321212355465932e-12,44,53,1.0625272962586865e-12,2.299555161334394e-12,-0.844144120870578,-0.6091176084344226
460,5.003626210937505e-07,5.699173519065015e-10,2.387294183603063e-05,256,255,1,1,1,2.234970007476477e-12,2.226239655884772e-12,55,66,1.2025695558046537e-12,2.549498911452548e-12,-1.502005608727575,-0.0043827212817942
461,-1.77322328888889e-06,2.3508038810315627e-10,1.533233146338665e-05,225,224,1,1,1,1.049466018317662e-12,1.0448017249029169e-12,52,63,9.039674529640723e-13,2.016029430514324e-12,-0.962063640554359,-0.4297220964682628
462,5.072232648148149e-06,2.4191915762914156e-10,1.5553750596854173e-05,216,215,2,1,1,1.125205384321589e-12,1.1199961001349149e-12,27,31,1.1606133237011699e-12,2.8262339652567995e-12,-1.3008245404737635,-0.0921963792258525
469,-8.219217886255925e-06,6.59328544961749e-10,2.567739365593301e-05,211,210,1,1,1,3.1396597379130905e-12,3.1247798339419378e-12,24,50,1.925264361424772e-12,3.250151561122375e-12,-1.4953519885974271,-0.0178291818912043
470,-1.345735617647059e-06,8.16664291864438e-10,2.8577338782056632e-05,204,203,1,1,1,4.022976807213981e-12,4.003256332668814e-12,44,57,2.287184156542632e-12,3.997934869053754e-12,-1.4935574863373338,-0.0157326994734552
471,-3.4398522131147544e-06,3.6499755864432115e-10,1.9104909281237668e-05,183,182,1,1,1,2.0054810914523145e-12,1.994522178384269e-12,21,25,1.835024441924782e-12,4.197235567244979e-12,-0.7475563602266311,-0.6938426569494647
472,3.701089071770335e-06,3.558259549520068e-10,1.886334951571451e-05,209,208,1,1,1,1.7107017065000329e-12,1.7025165308708465e-12,46,52,1.5466609262989657e-12,3.4636007463956117e-12,-0.9450611166901584,-0.4554031165665406
477,3.937554316883117e-06,3.367934828269285e-10,1.8351934035052777e-05,231,230,2,1,1,1.4643194905518634e-12,1.457980445138219e-12,22,34,1.0912037926857905e-12,2.428008021458016e-12,-1.3584740499043622,-0.0182624220730416
479,1.8510598311111117e-06,7.432171825657013e-10,2.726200987758792e-05,225,224,1,1,1,3.3179338507397377e-12,3.303187478069784e-12,31,30,1.897981619945222e-12,3.7268766282100735e-12,-1.382705161335377,-0.0681610326284322
480,-5.828678505050504e-06,4.867820742541307e-10,2.206313835913039e-05,198,197,2,1,1,2.470974996213862e-12,2.4584953245158124e-12,13,18,2.146278402970282e-12,5.156769319620442e-12,-1.242940606465222,-0.1891962342044013
481,6.590171489705881e-06,7.36860693629087e-10,2.714517809168116e-05,204,203,1,1,1,3.6298556336408227e-12,3.612062223671995e-12,42,42,1.6707309694857596e-12,3.052693683044647e-12,-1.4160510289567063,-0.0095460889091022
482,2.908075455e-06,7.718210999515855e-10,2.778166841555031e-05,200,199,1,1,1,3.8784979897064596e-12,3.859105499757928e-12,42,45,1.4196994748544984e-12,1.834557536667309e-12,-1.49490185710512,0.0185795520676508
483,1.784363336734695e-06,6.133474307691101e-10,2.476585211070094e-05,196,195,1,1,1,3.1453714398415908e-12,3.129323626373012e-12,51,60,1.1231518481531078e-12,1.4115140813317078e-12,-1.489031127272882,0.0305735977017212
485,8.997633251231528e-07,4.835849707401441e-10,2.1990565493869045e-05,203,202,1,1,1,2.393985003664079e-12,2.382191974089379e-12,42,47,1.3511838648443085e-12,2.566105217817792e-12,-1.5038101806953326,0.0067580031409375
486,-1.763306506593408e-06,2.1547278128428983e-10,1.4678991153491775e-05,182,181,1,1,1,1.1904573551618225e-12,1.1839163806829113e-12,46,49,6.345370749458991e-13,1.4416719419326349e-12,-0.7732430976718523,-0.682436974192708
487,1.7455067661458326e-06,2.0592436970607996e-10,1.4350065146405433e-05,192,191,1,1,1,1.0781380612883769e-12,1.072522758885833e-12,38,36,1.1489370704666642e-12,2.781898975492784e-12,-0.6752673383769361,-0.6910872643507323
488,-9.35900535e-08,3.1580791052330947e-10,1.7770985074646522e-05,200,199,1,1,1,1.5869744247402485e-12,1.5790395526165474e-12,34,31,1.168080676642814e-12,2.7144914080095786e-12,-1.4665972678536416,-0.0487381140545118
489,-4.639189219387755e-06,2.211502607073816e-10,1.4871121703065362e-05,196,195,2,1,1,1.1341039010634956e-12,1.1283176566703144e-12,19,31,1.6658832654921585e-12,4.31010320345537e-12,-1.5240314259982577,0.0387803298456216
490,3.452827120879121e-06,2.392740246545189e-10,1.5468484885550973e-05,182,181,1,1,1,1.3219559373177842e-12,1.3146924431566976e-12,41,42,7.742719983896893e-13,1.5719687633441428e-12,-1.1398700443260736,-0.2785221364409244
491,1.0183377326732672e-06,3.6778546320540927e-10,1.9177733526290567e-05,202,201,1,1,1,1.8297784239075087e-12,1.820720114878264e-12,43,53,1.5282867064622908e-12,3.370489763973797e-12,-0.9139039012714756,-0.4742773934177193
492,5.915300866880344e-06,6.376248764300855e-10,2.525123514662373e-05,234,233,1,1,1,2.7365874524896374e-12,2.7248926343166047e-12,65,74,8.712215499004639e-13,1.1711930446410948e-12,-1.4017854206629412,-0.0428987389058257
494,8.52972468544601e-06,7.144348519600874e-10,2.672891415602376e-05,213,212,1,1,1,3.369975716792865e-12,3.3541542345544008e-12,53,57,1.6717936990863925e-12,2.9519348030297464e-12,-1.2197753814158074,-0.18334733896727
496,5.892627435754189e-06,6.398749223877494e-10,2.529574909718527e-05,179,178,1,1,1,3.594802934762637e-12,3.574720236803069e-12,40,50,1.6445756318814916e-12,2.373824049247879e-12,-1.2093258018026776,-0.2093546541176863
497,-1.8629235425531915e-06,7.579212848707934e-10,2.7530370227637575e-05,188,187,1,1,1,4.053054999309056e-12,4.031496196121242e-12,45,51,1.7724307917889085e-12,2.676770835891885e-12,-1.483795737478639,-0.0348728253335372
499,-8.241446870056497e-06,3.414407737772653e-10,1.8478116077600157e-05,177,176,1,1,1,1.9400043964617345e-12,1.9290439196455665e-12,38,46,1.844633060368583e-12,4.205754539364833e-12,-1.165229283277197,-0.2092939846927093
503,-1.226386989637306e-06,2.678567047018532e-10,1.6366328381828747e-05,193,192,1,1,1,1.3950870036554854e-12,1.3878585735847316e-12,59,68,5.918306067052183e-13,8.935610467035495e-13,-1.497953755929004,-0.0202369100696047
505,5.374017054644808e-06,2.6896113558442596e-10,1.640003462143986e-05,183,182,1,1,1,1.4778084372770658e-12,1.469732981335661e-12,52,62,5.895075071009045e-13,7.235270584112363e-13,-1.449352528347865,-0.0306787061949344
507,-1.5406380966183576e-06,6.850443669592955e-10,2.617335223006972e-05,207,206,1,1,1,3.325458092035416e-12,3.3093930770980463e-12,58,69,9.286078293616416e-13,9.10783120250895e-13,-1.4961113782654851,0.0102141110093873
508,-8.395947119428571e-06,3.399533454531624e-10,1.843782377215821e-05,175,174,1,1,1,1.9537548589262205e-12,1.942590545446642e-12,51,58,6.587749492415952e-13,7.33187261272779e-13,-1.2855223869421482,-0.1313491695657763
509,3.78755649e-06,8.340302403502107e-10,2.887958172048568e-05,200,199,1,1,1,4.191106735428195e-12,4.1701512017510536e-12,45,59,1.0699546927156872e-12,7.079303585417746e-13,-1.3895944542859284,-0.0360599257110692
510,3.879629915544041e-06,8.708179602366337e-10,2.950962487454956e-05,193,192,1,1,1,4.535510209565801e-12,4.512010156666497e-12,50,68,1.2061806685447562e-12,9.187912338968532e-13,-1.4228221101629877,-0.0193267752079509
511,3.638193787709497e-06,6.486121531175145e-10,2.5467865107179963e-05,179,178,1,1,1,3.643888500660195e-12,3.623531581662093e-12,46,55,1.086842770798069e-12,8.38227998611748e-13,-1.4504288201038216,-0.0131769536858302
512,-6.476711709289618e-06,4.37313880754581e-10,2.091205108913473e-05,183,182,1,1,1,2.402823520629566e-12,2.389693337456727e-12,52,57,7.144797393493662e-13,5.828695868656914e-13,-1.4931199373959971,-0.0301178541560246
513,-2.1824590691891894e-06,4.86571297280397e-10,2.2058361164882517e-05,185,184,1,1,1,2.644409224349984e-12,2.630115120434579e-12,53,62,8.343251210960853e-13,7.765929246946428e-13,-1.4747263134216957,-0.0241977472538333
515,2.9508180059139784e-06,2.2553192030386743e-10,1.5017720209934244e-05,186,185,1,1,1,1.2190914611019865e-12,1.2125372059347713e-12,53,62,4.720592380465463e-13,6.347124689672207e-13,-1.3697705028643177,-0.0911477979554634
516,1.8359533387096768e-06,1.9612418001956383e-10,1.4004434298448612e-05,186,185,1,1,1,1.0601307028084533e-12,1.0544310753739993e-12,57,60,4.72238702039202e-13,6.995915284376087e-13,-1.2356919970681852,-0.1084136238593505
519,-1.2661809611827956e-06,2.0670185428778926e-10,1.437712955661836e-05,186,185,1,1,1,1.1173073204745366e-12,1.111300291869835e-12,55,64,6.15040075018464e-13,1.115398000433224e-12,-1.4452323451382858,-0.031721318024095
521,-1.7772927988636363e-06,2.0936521578297888e-10,1.4469458033491748e-05,176,175,1,1,1,1.1963726616170225e-12,1.1895750896760166e-12,48,53,1.3759641189002422e-12,3.1707808638730997e-12,-1.0580305836060948,-0.351583968802584
523,-2.401917906586828e-06,2.776428902918285e-10,1.6662619550713762e-05,167,166,1,1,1,1.672547531878485e-12,1.6625322771965778e-12,50,53,1.2077818775930596e-12,2.65166576173945e-12,-1.0196644536148851,-0.3928462660905728
527,-5.1078842e-06,8.089410989843596e-10,2.844188986309383e-05,185,184,1,1,1,4.396419016219345e-12,4.372654589104646e-12,53,64,1.4717642054904662e-12,1.5555457875524017e-12,-1.503217623256128,-0.0116083128271156
528,-6.735688793103449e-06,6.870702793458167e-10,2.6212025472019838e-05,174,173,1,1,1,3.9715045048891136e-12,3.948679766355268e-12,48,58,1.2911074342122342e-12,1.128840482180184e-12,-1.4880230135868149,-0.0043806227083421
530,4.11167585632184e-06,5.427776244930743e-10,2.3297588383630488e-05,174,173,1,1,1,3.137442916144938e-12,3.1194116350176682e-12,48,58,9.972380711099992e-13,8.619117694890645e-13,-1.4703082678677812,-0.0338930975228551
531,1.867427915254238e-06,4.1867188357284516e-10,2.046147315255784e-05,177,176,1,1,1,2.378817520300257e-12,2.3653778732929106e-12,50,57,8.177125414513476e-13,8.271260562881564e-13,-1.4198594618066445,-0.0025247830695677
532,-5.429010650306749e-06,1.8248729853584234e-10,1.3508785975647196e-05,163,162,1,1,1,1.1264648057768046e-12,1.119553978747499e-12,49,55,5.522557247718787e-13,8.32916834859617e-13,-1.4273639762217434,-0.0602108262270494
536,-3.669179412947977e-06,2.9120725992998657e-10,1.7064795924065033e-05,173,172,1,1,1,1.6930654647092245e-12,1.6832789591328705e-12,50,60,6.541446455875394e-13,8.493656376068845e-13,-1.3312601753964155,-0.1279699461978589
538,-3.97798358381503e-06,4.497415817015277e-10,2.1207111583181892e-05,173,172,1,1,1,2.61477663779958e-12,2.599662321974149e-12,46,60,8.159706509489115e-13,7.728679824850827e-13,-1.328992002576331,-0.0891868634497112
540,5.071600120218578e-06,8.729236407426706e-10,2.954528119247929e-05,183,182,1,1,1,4.796283740344344e-12,4.770074539577435e-12,50,64,1.2769147149866485e-12,7.51742893762703e-13,-1.4679080607749369,0.0066184594519183
542,-6.175218681318682e-06,7.616885035857179e-10,2.759870474471072e-05,182,181,1,1,1,4.2082237767166726e-12,4.185101668053395e-12,43,58,1.1509761002139839e-12,7.329079766115116e-13,-1.49380869236157,-0.0304795605397336
544,-2.211472388571412e-07,3.5337663375531194e-10,1.8798314651992397e-05,175,174,1,1,1,2.030900193996045e-12,2.019295050030354e-12,45,55,7.203693399026809e-13,7.643121600271908e-13,-1.3480222316831327,-0.0600188091746714
545,3.4147891849710983e-06,2.659444116062169e-10,1.6307802169704442e-05,173,172,1,1,1,1.5461884395710284e-12,1.5372509341399821e-12,53,60,5.639855470027592e-13,6.226378705310619e-13,-1.481939896176336,-0.0179647640478267
551,9.223773e-07,2.0971152004447188e-10,1.4481419821428834e-05,180,179,1,1,1,1.171572737678614e-12,1.1650640002470665e-12,53,58,5.818025846824962e-13,9.245825166475764e-13,-1.4559627482491648,-0.0007128391100301
552,-2.811631030555556e-06,2.380955758686041e-10,1.5430345941313308e-05,180,179,1,1,1,1.3301428819475088e-12,1.3227531992700226e-12,43,48,1.24791510341147e-12,3.056907453007171e-12,-1.3909560729388952,-0.0420440297988382
555,7.461377183333333e-06,5.000851385422952e-10,2.236258344964408e-05,180,179,1,1,1,2.7937717236999737e-12,2.7782507696794186e-12,44,54,1.856440123683434e-12,3.791295350957484e-12,-1.4255998843771889,-0.0035920172353984
557,-1.659282861878453e-06,7.81637694812039e-10,2.7957784154185738e-05,181,180,1,1,1,4.342431637844662e-12,4.318440302828945e-12,42,57,1.2555944623646225e-12,8.590130746152027e-13,-1.466738623688669,-0.0189533222075667
559,-1.209923576923081e-07,7.557549509521983e-10,2.7490997634720324e-05,182,181,1,1,1,4.175441717967947e-12,4.152499730506585e-12,42,58,1.1185401561712305e-12,5.745037179490592e-13,-1.4981933296930314,0.0122627497155917
560,3.3313553666666667e-06,7.569871006985137e-10,2.751339856685309e-05,180,179,1,1,1,4.2289782161928135e-12,4.205483892769521e-12,48,65,1.14863412268542e-12,7.80061589607515e-13,-1.4305043850002437,-0.0291251003939565
561,3.106150172413793e-06,6.307744907694023e-10,2.5115224282681656e-05,174,173,1,1,1,3.646095322366487e-12,3.625140751548289e-12,46,58,1.0503139329057761e-12,7.207755916829353e-13,-1.4747052794438444,-0.0114113442563056
563,-5.481933357954546e-06,3.9679613590452124e-10,1.9919742365415306e-05,176,175,1,1,1,2.2674064908829788e-12,2.254523499457508e-12,48,61,7.009598036848164e-13,5.603670705841424e-13,-1.4874514328350243,0.0161292863447041
567,-4.140155955801105e-06,2.924762678503694e-10,1.710193754667492e-05,181,180,1,1,1,1.6248681547242745e-12,1.615890982598726e-12,54,58,6.021037785261555e-13,7.516016427814265e-13,-1.4150006471533736,-0.036088305048436
568,-4.1619305719780215e-06,3.769194879990735e-10,1.941441443873787e-05,182,181,1,1,1,2.0824281104921186e-12,2.070986197797107e-12,56,66,6.928733144743676e-13,7.09714961267746e-13,-1.5042561515878556,0.0666616819507801
572,-5.332718838709678e-06,9.43464202239685e-10,3.071586238801843e-05,186,185,1,1,1,5.099806498592893e-12,5.072388184084329e-12,48,56,1.36114690601729e-12,8.421599136218383e-13,-1.4953121874785282,-0.0263024372068742
574,8.217037368421051e-07,7.195700209133076e-10,2.682480234621138e-05,190,189,1,1,1,3.807248787901099e-12,3.78721063638583e-12,57,65,9.881817133168795e-13,5.89694228521042e-13,-1.4865158095214257,0.0043845139125066
575,3.749299085106384e-06,5.226379713222644e-10,2.286127667743568e-05,188,187,1,1,1,2.794855461616387e-12,2.7799892091609805e-12,50,59,9.301160795213685e-13,1.011943030247648e-12,-1.3504396868136828,-0.0724098708836704
577,-1.0566310657303371e-06,2.1866225550069758e-10,1.4787232854753374e-05,178,177,1,1,1,1.2353799745802124e-12,1.2284396376443684e-12,49,57,5.290810510561342e-13,6.987183563225617e-13,-1.4712828382195469,-0.0699185399482698
580,9.269253297872344e-07,1.5902265618061183e-10,1.2610418556916016e-05,188,187,1,1,1,8.50388535725197e-13,8.458651924500629e-13,51,56,3.993201106143337e-13,5.94209964153926e-13,-1.506480870354317,0.0190819372913476
581,2.0999678138297868e-06,1.446061648064251e-10,1.2025230343175348e-05,188,187,1,1,1,7.7329499896484e-13,7.691817276937506e-13,51,60,3.951543907323501e-13,6.110517297600732e-13,-1.502190591547847,0.0619476773583153
584,5.340459023437501e-06,7.176389841455956e-10,2.678878467093264e-05,192,191,1,1,1,3.757272168301548e-12,3.737703042424977e-12,57,63,1.0232023744893637e-12,7.79902469683205e-13,-1.4804315624468949,0.0410286238813347
586,-5.036043e-06,9.146646213672083e-10,3.0243422778634176e-05,204,203,1,1,1,4.505737051069993e-12,4.483650104741218e-12,47,66,1.0800085989555378e-12,6.079179229298127e-13,-1.4994299325480938,0.0072467773578222
588,2.730474810185189e-07,7.32724243409441e-10,2.7068879611270227e-05,216,215,1,1,1,3.4080197367880977e-12,3.392241867636301e-12,62,73,8.627547958944228e-13,7.143196919771664e-13,-1.485622612767843,-0.0078266742427868
589,-1.3290167647059006e-07,4.036148930581817e-10,2.0090169064947703e-05,204,203,1,1,1,1.9882507047201068e-12,1.978504377736185e-12,62,69,5.465609182772431e-13,7.850517156175252e-13,-0.89583455372544,-0.472632553338852
596,-1.6734823039215685e-06,1.5590532073309763e-10,1.2486205217482915e-05,204,203,1,1,1,7.680065060743725e-13,7.642417682994983e-13,58,69,3.56169412514092e-13,7.152515181494598e-13,-0.8838021757307066,-0.455091876066281
597,-2.5397930860465118e-06,3.7216808344265136e-10,1.9291658390160532e-05,215,214,1,1,1,1.7391031936572493e-12,1.7310143415937273e-12,59,70,5.196732627888497e-13,5.81382016388851e-13,-1.4953656873691223,-0.003556022089262
598,-5.529147031683167e-06,2.9808875391876393e-10,1.7265246998486986e-05,202,201,1,1,1,1.483028626461512e-12,1.4756869005879402e-12,56,67,4.709249889967386e-13,5.090006177916766e-13,-1.4784950654951787,-0.0282757430291416
599,4.837398918627452e-06,5.889272234350478e-10,2.426782279964661e-05,204,203,1,1,1,2.901119327266245e-12,2.886898154093372e-12,62,68,8.037595467324065e-13,7.273267583384909e-13,-1.4883753139614255,0.0442253027653629
601,9.024026598173512e-07,7.504600362979323e-10,2.7394525662948288e-05,219,218,1,1,1,3.44247723072446e-12,3.426758156611563e-12,53,69,9.958952033567953e-13,1.0230810098495004e-12,-1.502860519142977,0.0465859057970058
603,-1.6662614594190866e-06,8.964343819861828e-10,2.9940514056812432e-05,241,240,1,1,1,3.735143258275762e-12,3.71964473853188e-12,66,77,9.845303146405569e-13,1.0274059876217558e-12,-1.4932834695879675,-0.0164402317445212
608,-5.623284359307359e-06,2.8297097812740705e-10,1.682174123351703e-05,231,230,1,1,1,1.2303086005539437e-12,1.2249825892961344e-12,63,79,4.51565743742209e-13,6.829762826442294e-13,-1.4696503488937442,-0.0063488145792968
612,-2.430365163793104e-06,7.350877080849727e-10,2.711250095592387e-05,232,231,1,1,1,3.182197870497717e-12,3.1684815003662616e-12,58,76,9.188304567381605e-13,1.0601010843871337e-12,-1.439216497269319,-0.015391010222663
613,7.83516295454545e-07,7.64368640667239e-10,2.7647217593588677e-05,264,263,1,1,1,2.906344641320301e-12,2.8953357601031784e-12,68,86,7.310166282699165e-13,8.017770638422449e-13,-1.4367712236084769,-0.0323603894569142
618,-3.0244435423791827e-06,9.917610838523343e-11,9.958720218242575e-06,269,268,1,1,1,3.700601059150501e-13,3.6868441778897196e-13,76,86,2.7435993136919743e-13,6.617344037037481e-13,-1.3692225483094962,-0.0904336717575329
619,3.2757652179282875e-06,8.357626611765702e-11,9.142005585081264e-06,251,250,1,1,1,3.343050644706281e-13,3.329731717834941e-13,75,79,2.520317702387163e-13,6.157514374582749e-13,-1.1002301344281324,-0.2733958311955232
620,1.327405536330936e-06,2.2164329899853475e-10,1.488768951175886e-05,278,277,1,1,1,8.001563140741328e-13,7.97278053951564e-13,73,88,3.43100909449606e-13,7.311974873730775e-13,-0.7221424145637867,-0.6255699081238433
621,2.0047935555555552e-06,4.3100309853367664e-10,2.07606141174503e-05,279,278,1,1,1,1.5503708580348082e-12,1.5448139732389846e-12,85,93,4.312275343178374e-13,6.391455332400299e-13,-1.4872428791303751,0.0325466839688497
622,-1.1066349449802373e-05,2.9451537735332797e-10,1.7161450327793627e-05,253,252,1,1,1,1.1687118148941586e-12,1.1640924006060394e-12,76,85,4.1123840851520913e-13,7.431804390729453e-13,-1.1501945331816503,-0.2881158736636934
624,4.268021966887418e-06,5.629414043770022e-10,2.3726386247741188e-05,302,301,1,1,1,1.870237223843861e-12,1.864044385354312e-12,93,103,4.4577239433120075e-13,7.429456355494599e-13,-0.9134367881974002,-0.4648841364237882
625,-2.739956841597797e-06,4.738526498267468e-10,2.1768156785239003e-05,363,362,1,1,1,1.3089852205158752e-12,1.305379200624647e-12,102,117,3.283372983800871e-13,7.03113375352574e-13,-1.313935137779975,-0.1406367076521051
629,-1.294745764340836e-05,1.0421498556145852e-10,1.0208574119898355e-05,311,310,1,1,1,3.361773727788985e-13,3.350964165963297e-13,88,100,2.1518449225158026e-13,4.939625872267572e-13,-1.1753026874025967,-0.2910185054519421
631,-5.254405487730061e-06,5.561344721817214e-10,2.358250351811108e-05,326,325,1,1,1,1.711182991328374e-12,1.705933963747612e-12,94,113,4.5116936736289604e-13,6.723539068181527e-13,-1.4988253478422526,0.0121334351651656
636,-8.328565974576277e-07,2.0849154208067407e-10,1.4439236201429564e-05,354,353,1,1,1,5.906275979622496e-13,5.889591584199832e-13,101,118,2.7819068005271043e-13,6.058906187471585e-13,-1.4848766038769978,0.027653053948177
640,-3.405585696675193e-06,8.060231403432755e-10,2.8390546672145565e-05,391,390,1,1,1,2.066726000880194e-12,2.0614402566324185e-12,118,134,4.2784017285493243e-13,6.693257288995194e-13,-1.4815556486220247,0.037896907022386
643,-9.357890458762888e-06,3.9128022935814864e-10,1.978080456801868e-05,388,387,1,1,1,1.0110600241812626e-12,1.0084541993766718e-12,124,134,3.278917752968776e-13,7.692913759149896e-13,-1.22465712173522,-0.1848104611880856
644,3.9801516989451485e-06,2.037504627485764e-10,1.427411863298664e-05,474,473,1,1,1,4.307620776925506e-13,4.298532969379249e-13,144,155,2.597408708751861e-13,6.702875840977898e-13,-1.1224664446690489,-0.1215493521610279
649,8.873186415414507e-06,2.5711402372263683e-10,1.6034775449710445e-05,386,385,1,1,1,6.678286330458099e-13,6.660985070534633e-13,106,120,2.652860038803997e-13,5.456638035246951e-13,-1.3580490822937488,-0.0436197741650213
651,-6.120889681081081e-06,1.500604310340664e-10,1.2249915552119794e-05,370,369,1,1,1,4.066678347806678e-13,4.055687325245038e-13,96,114,2.6793016777958885e-13,6.200484006949155e-13,-1.390819526193564,-0.1411070090115151
652,3.07316481589958e-07,2.8066356975369433e-10,1.675301673591041e-05,478,477,1,1,1,5.883932279951663e-13,5.871622798194442e-13,146,165,2.839951813806874e-13,7.272235848755423e-13,-1.456925515736977,-0.0347487758367279
654,1.213706056952141e-05,4.862785747736965e-10,2.2051724984084498e-05,397,396,1,1,1,1.227976198923476e-12,1.2248830598833665e-12,127,132,2.461911951454108e-13,5.393657545953352e-13,-0.8049530159045046,-0.7224391591058799
656,-3.049672817337461e-05,1.4227632727905952e-11,3.771953436603632e-06,323,322,2,1,1,4.418519480716134e-14,4.404839853840852e-14,104,108,1.9623297779869597e-13,5.531091160493392e-13,-1.2340583895539976,-0.2300564479026407
658,-4.042040784827585e-06,4.763282084384145e-10,2.1824944637694147e-05,435,434,1,1,1,1.0975304341898953e-12,1.095007375720493e-12,133,149,3.4034911049134653e-13,7.144768659434382e-13,-1.421526088689126,0.1172091442272923
659,-4.103288391873589e-06,1.8412679094434243e-10,1.3569332737623558e-05,443,442,1,1,1,4.1657645010032236e-13,4.1563609693982493e-13,135,149,2.5147814881423457e-13,6.558831663435351e-13,-1.2920231423171742,-0.1806535233199896
660,8.817695077134986e-06,1.276977380425389e-10,1.1300342386075695e-05,363,362,1,1,1,3.5275618243795285e-13,3.517844023210439e-13,109,118,2.141494098727001e-13,5.361139972985108e-13,-1.3594811421627664,-0.0879353034885385
661,-1.4908418473145784e-06,2.243492768338445e-10,1.4978293522088707e-05,391,390,1,1,1,5.752545559842167e-13,5.737833167105998e-13,130,137,2.278336100254343e-13,5.802733176625147e-13,-1.081238137397236,-0.5106796049587627
663,0.1168927809523809,0.009241068342772,0.0961304756191917,105,500,1,1,1,9.241068342772016e-05,0.0004400508734653,2,2,0.000954992673184,0.0001805950221242,-1.3230431912155085,0.3144424690470823
664,0.07038959,0.0030734580959394,0.0554387779080625,85,400,1,1,1,3.841822619924354e-05,0.0001807916527023,1,0,0.0004504217925652,7.823976702163827e-05,-1.4963336828024765,0.1070411332894845
665,0.1319119925,0.011402380691634,0.1067819305483566,100,475,1,1,1,0.0001200250599119,0.0005701190345817,1,3,0.0012852400142249,0.0003812763579519,-1.499344081314009,0.0878051009790094
666,0.0984928723529411,0.0066595551774207,0.0816060976730336,85,400,1,1,1,8.324443971775875e-05,0.0003917385398482,1,2,0.0010049508349512,0.0001594181953152,-1.4634028491371067,0.2309265874058827
667,0.1790542315789473,0.0215718809633442,0.1468736905076748,95,450,1,1,1,0.0002396875662593,0.0011353621559654,1,3,0.0026261481335466,0.0004843730677391,-1.451805969093959,0.2283497596132528
668,0.1148118589473684,0.0115683149845195,0.1075561015680635,95,450,1,1,1,0.0001285368331613,0.0006088586833957,1,1,0.001490024989516,0.0002552497986874,-1.3740195903407717,0.4093582205143964
669,0.1847203694736842,0.0242856832452982,0.1558386449033045,95,450,1,1,1,0.0002698409249477,0.0012781938550156,1,3,0.0030107964893607,0.0005563199859329,-1.438672496028029,0.2974889023826974
672,0.10545019,0.0084955330312456,0.0921712158498823,85,400,1,1,1,0.0001061941628905,0.000499737237132,1,1,0.0013120904033714,0.0002442742741807,-1.4239543101083303,0.328283400219009
673,0.1502838775,0.0197075761680326,0.1403836748629719,100,475,1,1,1,0.0002074481701898,0.0009853788084016,1,3,0.0023505777651576,0.0005141937691202,-1.3484253080095256,0.4300911972160386
674,0.0840211676470588,0.006161467043163,0.0784950128553593,85,400,1,1,1,7.701833803953786e-05,0.0003624392378331,1,1,0.001122786937597,0.0004320153114869,-1.0419195627016131,0.5640934624631958
675,0.1229334918181818,0.0168607414474235,0.1298489177753268,110,525,1,1,1,0.0001605784899754,0.0007663973385192,1,3,0.0018936190534806,0.0004637719451595,-1.1945495818382112,0.6158300519669855
676,0.1515742305882353,0.0165239873530839,0.128545662521471,85,400,1,1,1,0.0002065498419135,0.0009719992560637,1,1,0.0026336945934588,0.0007531361758007,-1.3275826823290997,0.3088151142052276
677,0.1633515225,0.0162235945688331,0.1273718751091979,100,475,1,1,1,0.0001707746796719,0.0008111797284416,1,3,0.0017822099168711,0.0003512402123184,-1.4057771016676357,0.251176397776248
681,0.0876084752631579,0.0055393656991388,0.0744269151526435,95,450,1,1,1,6.154850776820894e-05,0.0002915455631125,1,3,0.0007113893324691,0.0001891832064962,-1.428606809576743,0.2350523064793931
684,0.0547909594736842,0.0046373704770293,0.0680982413651729,95,450,1,1,1,5.1526338633659465e-05,0.0002440721303699,1,4,0.0009225295629868,0.0005885540480385,-1.0334126578323792,0.773721883583295
